X,Y
47,0
54,2
70,5
67,0
74,3
12,5
92,4
24,0
45,0
89,4
77,0
93,4
90,1
14,3
66,3
69,2
39,4
90,4
50,5
93,4
87,3
43,3
32,2
78,0
74,4
18,1
26,2
88,1
75,1
88,0
48,4
68,1
84,4
99,4
88,4
57,3
32,1
19,5
24,4
19,2
43,5
32,1
69,2
15,4
59,1
37,3
35,0
81,0
28,4
39,4
79,1
64,1
30,2
35,2
4,3
8,1
44,1
60,3
10,4
40,2
20,1
80,1
7,0
46,0
58,4
32,1
8,1
66,3
48,2
57,3
44,0
19,0
53,4
83,1
95,0
7,1
14,0
108,2
54,1
14,2
49,2
92,1
75,2
75,0
11,5
73,2
56,1
8,1
83,1
56,2
78,3
17,0
28,2
101,4
59,4
31,3
87,4
15,5
91,1
51,4
55,4
76,2
42,2
38,4
71,4
102,0
78,2
102,1
5,0
59,0
44,4
41,4
50,3
97,3
4,0
101,2
51,3
85,1
28,2
75,3
7,2
14,5
50,3
62,1
26,1
60,0
3,0
105,2
66,2
35,3
102,2
69,3
89,0
48,4
105,2
23,0
84,1
57,4
29,2
21,1
47,0
60,5
72,5
36,2
15,5
95,3
45,2
13,3
3,3
59,2
84,2
40,2
62,2
7,3
46,1
25,0
51,3
50,1
60,1
69,3
85,5
30,1
29,1
7,3
6,5
99,1
100,1
22,3
41,1
81,2
22,5
103,1
72,4
26,2
74,1
52,5
76,1
67,2
16,1
102,5
4,5
74,1
16,3
87,2
77,4
84,3
64,4
25,3
33,5
31,5
25,5
25,1
81,1
63,5
68,4
87,3
33,5
41,2
72,4
93,4
36,2
19,0
79,2
64,1
28,1
88,2
49,2
18,2
41,2
59,2
80,3
20,1
41,3
96,3
5,4
98,3
46,3
91,5
25,2
72,4
87,3
9,2
82,3
39,3
86,2
66,4
74,4
87,4
51,1
39,4
11,0
87,2
19,3
54,2
45,3
31,2
11,3
30,1
86,2
95,3
27,1
62,3
53,0
49,1
22,1
60,1
38,3
70,3
37,2
39,1
16,4
74,0
50,5
28,4
6,4
55,2
99,3
51,5
7,3
36,4
16,3
11,4
36,3
52,3
78,2
40,3
69,2
89,1
106,2
53,5
37,1
38,4
88,2
36,3
14,2
39,3
0,4
81,1
40,3
70,1
54,3
81,3
64,2
16,3
62,5
6,3
89,4
35,0
94,0
46,2
39,0
56,0
25,0
75,2
36,4
32,4
32,5
36,3
25,4
23,1
102,1
84,2
7,3
69,5
20,3
49,2
74,2
97,2
85,2
42,2
40,3
84,1
29,1
31,0
19,4
72,1
77,4
26,4
94,5
44,1
89,2
52,3
44,0
101,1
50,1
29,4
77,5
91,1
102,4
98,2
73,4
28,0
82,1
61,3
0,5
87,5
65,1
21,3
42,4
97,0
32,1
64,4
71,4
57,3
9,1
58,1
92,1
94,4
88,3
33,2
25,3
79,2
78,3
90,1
15,5
61,0
81,5
57,3
67,0
75,0
92,2
41,1
30,0
35,1
44,2
23,2
92,2
29,2
22,4
86,3
76,5
26,4
100,5
85,4
15,0
72,4
69,0
13,0
7,4
1,2
9,5
81,4
88,0
54,3
12,2
6,3
48,4
93,2
51,3
27,2
79,4
56,4
50,1
91,0
58,2
107,3
20,1
40,2
57,3
38,5
55,5
60,5
46,2
60,2
19,0
49,5
88,1
67,4
72,2
57,2
56,5
102,4
67,3
80,1
30,2
41,0
65,4
55,2
81,3
52,3
22,0
70,5
41,1
41,1
15,1
13,2
10,2
87,5
24,3
82,3
97,1
10,2
99,1
11,0
88,0
75,4
91,4
93,5
69,0
69,1
19,3
57,4
27,5
26,5
4,3
54,2
95,2
32,4
62,5
28,1
24,4
102,1
63,4
28,3
36,2
34,2
35,0
58,1
52,3
91,5
13,4
12,1
56,4
8,0
87,4
37,4
84,0
21,3
12,1
50,1
71,1
26,1
39,0
68,2
82,4
55,3
18,3
99,4
98,4
52,1
69,3
33,4
26,3
75,4
12,5
65,1
97,1
43,4
83,4
81,4
22,2
74,0
98,3
97,1
52,4
12,4
19,4
66,2
2,2
3,1
45,3
33,4
63,1
42,3
107,3
71,0
15,1
4,5
102,2
42,1
69,2
40,2
34,2
76,2
28,3
103,3
56,4
74,3
57,4
70,2
35,1
8,1
95,5
77,3
86,1
10,2
70,3
91,1
91,1
67,1
92,1
76,3
86,3
98,4
4,2
13,4
100,5
39,2
78,1
86,4
13,1
26,2
96,1
15,4
44,4
50,1
6,2
52,1
41,1
93,3
74,5
99,4
95,2
99,4
87,0
29,1
82,5
34,2
73,2
101,0
44,1
62,3
64,4
55,2
53,3
10,2
58,1
102,5
91,4
17,4
35,4
75,1
24,2
48,2
58,4
79,5
40,5
69,3
8,4
84,2
38,5
96,4
103,2
40,2
81,2
91,0
60,3
31,1
26,3
78,1
82,3
100,1
92,5
60,4
51,5
88,3
68,1
65,4
49,1
3,3
14,0
75,3
22,1
72,1
95,1
11,4
51,3
38,2
18,4
41,4
46,0
55,3
46,1
89,2
12,2
96,2
68,3
47,3
74,3
96,3
79,1
96,5
37,1
94,4
59,0
48,0
99,3
