X,Y
49,1
52,2
69,5
67,1
71,3
9,4
90,3
30,0
43,0
94,5
76,0
90,4
97,1
19,2
67,4
69,2
43,4
95,4
53,4
96,3
86,4
38,4
31,2
81,0
76,4
17,0
29,1
81,2
76,2
85,1
49,4
70,1
83,3
102,3
94,4
57,4
30,2
24,5
22,3
16,2
47,4
39,0
72,3
10,4
65,0
34,3
32,1
79,1
25,4
39,4
81,1
61,0
32,2
36,2
1,2
5,1
41,1
60,2
9,4
42,3
22,1
86,1
12,1
46,1
58,4
39,0
5,1
66,4
50,3
64,2
39,0
13,0
51,5
89,0
99,0
7,2
20,1
102,3
57,1
18,2
48,1
86,0
78,1
77,0
12,4
72,2
52,0
10,1
82,2
59,3
87,4
17,1
22,2
104,4
66,4
28,3
81,5
19,5
92,2
49,3
57,5
78,1
43,2
38,4
71,4
100,0
76,3
103,2
7,0
54,0
45,5
40,4
49,2
96,3
6,0
104,2
47,3
77,0
25,1
81,3
2,2
15,5
45,3
62,2
30,1
60,1
4,1
107,2
68,3
35,2
100,2
69,3
82,1
52,4
107,2
28,0
85,0
50,3
27,3
23,0
42,0
67,5
73,4
36,2
14,5
86,4
44,2
17,3
5,3
60,2
80,3
33,2
61,2
9,3
40,1
20,0
54,2
47,2
61,1
62,3
83,5
30,1
28,1
5,3
8,4
98,0
102,1
14,2
41,2
80,3
19,5
99,1
81,4
32,2
70,2
61,5
67,0
63,1
17,1
102,5
4,4
71,2
15,2
88,2
82,3
76,2
65,3
25,2
33,4
33,4
28,5
31,1
83,1
63,5
65,4
90,3
41,5
40,2
75,4
93,4
32,2
19,1
79,2
65,0
26,0
85,3
44,2
19,2
44,1
54,2
81,3
20,0
40,3
97,4
10,5
101,3
46,4
93,5
32,2
67,4
89,2
8,2
77,2
39,3
86,3
68,4
76,5
93,4
43,1
39,4
13,1
85,2
17,2
60,2
43,2
30,2
9,3
30,1
89,1
93,4
29,2
60,4
59,0
53,2
26,2
61,2
32,3
76,4
38,1
40,2
17,3
77,0
45,4
27,4
6,4
51,3
94,3
54,5
7,3
36,4
16,4
15,4
35,4
46,4
76,2
39,4
69,2
91,2
105,1
47,5
40,1
35,3
91,2
40,4
5,1
43,3
2,4
82,1
34,2
74,1
54,4
80,2
62,1
14,2
63,5
2,3
88,3
36,0
93,0
42,1
39,0
51,1
30,0
68,2
42,4
33,5
30,4
34,4
26,3
20,0
99,2
84,1
7,2
74,4
20,4
49,2
69,1
98,2
87,3
44,2
39,4
79,2
26,1
33,0
23,5
76,0
75,4
19,3
92,4
48,2
88,3
56,3
42,1
101,1
54,1
26,4
78,4
92,1
100,3
92,2
81,4
28,1
85,0
63,3
3,5
90,4
67,1
23,4
41,4
95,1
33,1
64,4
76,4
56,4
12,1
63,0
97,1
93,5
93,3
33,2
24,2
81,2
74,3
87,1
18,4
59,1
84,4
56,4
69,1
79,1
100,2
42,1
28,0
38,2
43,1
23,2
93,1
29,3
20,3
82,3
68,5
25,3
107,4
86,3
12,1
81,5
70,0
18,0
5,3
4,2
16,5
85,4
80,0
61,3
18,3
5,4
39,4
100,2
54,2
28,2
81,4
61,5
49,2
96,0
56,3
107,2
27,0
41,3
60,3
33,5
54,5
63,4
44,2
57,3
