X,Y
50,0
53,1
66,4
68,0
69,3
17,4
87,3
21,1
37,1
88,4
70,1
96,4
90,1
19,2
66,4
68,2
42,4
88,4
51,4
94,3
89,3
44,3
27,2
83,1
75,4
18,0
24,1
82,1
74,1
84,0
48,5
68,1
91,3
101,4
93,3
51,4
35,2
23,5
28,4
14,1
39,5
37,1
66,2
13,5
65,1
32,2
34,1
78,0
23,4
37,4
80,1
63,0
32,2
41,3
1,3
7,2
41,2
57,2
9,3
44,2
26,1
84,2
7,0
50,0
58,4
36,0
9,2
70,3
44,2
66,2
37,0
13,1
46,5
82,0
95,0
3,2
17,1
99,3
60,0
20,1
48,1
90,0
81,2
75,1
14,5
76,2
48,0
6,1
83,2
61,3
83,3
15,0
24,1
101,4
63,4
29,3
84,4
20,5
94,2
53,4
58,5
69,2
44,2
36,4
73,3
98,0
74,3
96,2
7,0
59,0
45,5
36,3
56,2
94,3
7,0
103,2
49,3
85,1
26,1
80,2
8,1
10,5
46,3
62,1
30,1
67,0
10,0
98,1
65,2
35,3
95,3
75,2
91,0
49,4
99,2
22,0
84,1
52,3
32,3
15,0
43,0
58,4
67,4
44,2
17,4
86,3
49,1
14,3
6,3
52,2
85,2
39,2
61,3
3,3
40,2
27,1
54,2
46,2
64,2
60,2
78,4
39,2
30,0
4,4
9,4
99,1
105,0
14,3
44,1
80,2
23,5
97,1
80,4
31,2
70,2
53,5
72,0
69,2
23,1
103,5
9,4
69,1
18,3
89,1
82,4
83,3
59,4
25,3
30,5
34,4
27,5
33,1
82,0
64,5
63,3
90,4
41,5
41,2
74,4
87,3
36,1
19,0
75,1
64,1
27,1
84,2
49,2
19,3
41,1
54,2
81,3
12,1
42,2
96,3
8,5
98,4
53,4
94,4
32,2
76,4
85,2
5,1
77,3
40,2
90,3
68,4
72,4
92,3
46,0
38,5
15,1
85,2
11,3
63,1
46,2
32,3
10,4
27,1
87,2
89,3
25,1
55,4
54,1
49,1
20,1
54,2
29,3
67,3
35,1
41,2
15,4
73,1
41,5
30,3
5,4
55,3
97,3
52,4
11,3
31,4
17,3
12,4
28,3
54,4
78,3
44,3
70,2
86,1
104,1
53,4
37,0
40,4
94,2
37,4
12,2
41,3
2,4
84,0
35,2
76,0
58,3
82,3
62,2
11,2
68,4
10,2
88,4
37,1
98,0
45,1
44,1
51,1
26,0
68,1
40,4
34,5
37,4
37,4
25,4
26,1
93,1
86,1
9,3
70,5
14,4
50,2
71,1
99,1
91,3
40,2
44,3
80,1
30,1
31,1
18,5
74,1
78,3
26,3
93,5
44,2
90,3
51,3
50,1
98,0
55,0
26,3
78,4
97,2
104,4
99,3
74,4
28,0
89,0
63,2
8,4
95,5
72,1
21,3
43,3
103,0
29,1
70,5
73,5
58,4
11,1
61,0
93,1
93,5
89,2
35,3
22,3
81,2
72,2
90,1
16,5
64,1
90,5
55,3
67,1
81,1
100,1
43,1
32,0
33,1
46,1
15,3
87,1
36,2
24,4
86,3
75,4
22,4
108,5
83,4
14,1
73,4
65,1
18,1
11,3
2,2
14,5
83,3
79,0
57,4
14,2
5,3
43,4
98,1
51,3
29,2
77,3
56,4
57,2
93,0
52,2
105,3
23,0
36,3
51,3
32,5
62,5
58,4
45,2
58,2
27,1
50,4
96,1
67,4
75,1
61,2
55,5
102,4
63,3
83,1
28,2
38,1
59,5
58,2
77,3
45,3
14,1
71,4
40,1
47,0
17,1
21,2
16,1
82,5
29,2
85,3
94,1
9,2
104,1
11,0
88,1
71,3
92,4
91,5
73,1
66,1
21,3
58,4
26,4
26,5
5,4
57,1
90,1
38,3
57,4
32,1
23,4
103,0
59,4
23,2
36,1
36,2
36,1
62,1
56,3
94,5
11,4
15,2
63,5
0,0
89,3
44,5
86,0
29,2
4,2
46,1
73,2
25,0
45,1
76,1
85,5
48,4
14,2
96,3
100,4
43,1
67,2
37,4
20,3
71,3
13,4
68,0
95,1
38,5
84,4
85,4
22,1
75,1
102,3
101,1
43,3
4,3
13,4
65,2
6,3
9,1
41,4
29,5
66,2
44,2
107,4
78,1
14,1
4,4
104,1
43,1
62,2
41,1
37,1
77,2
32,4
100,3
54,4
78,3
55,3
70,2
34,1
15,1
102,5
78,4
84,0
8,2
74,3
91,2
94,2
69,1
90,0
77,4
90,2
99,3
3,2
9,4
100,4
31,2
74,2
90,5
8,1
25,3
100,0
13,4
47,5
53,0
1,2
54,1
42,1
96,3
79,5
107,3
96,1
102,4
84,1
34,2
81,5
35,3
73,3
104,0
53,2
66,2
66,4
59,3
45,3
4,1
62,1
102,5
94,3
18,5
39,5
74,0
25,1
47,2
62,4
86,5
38,5
67,4
7,4
78,3
34,4
91,3
102,1
37,2
73,2
92,0
58,4
35,0
28,3
76,0
83,4
98,1
90,4
60,3
54,4
86,3
62,2
68,4
51,0
2,4
19,0
76,2
14,1
78,1
101,2
7,3
45,3
33,3
16,5
47,4
45,0
56,4
46,1
85,2
15,2
98,1
67,4
47,3
66,3
98,2
87,1
96,5
39,0
101,3
55,1
50,1
94,3
33,1
19,3
100,2
80,2
73,2
72,5
15,2
97,2
36,0
56,1
71,2
64,3
74,5
93,5
41,1
83,0
11,4
67,5
37,2
43,2
88,3
92,5
72,1
28,2
7,2
34,4
7,0
68,4
92,2
97,1
78,1
80,3
56,0
85,3
24,2
36,4
83,4
39,1
17,2
30,0
24,4
47,4
93,1
17,4
28,5
40,4
6,1
10,4
76,2
13,2
93,3
74,0
54,2
83,1
70,3
80,2
76,4
48,3
9,1
56,0
62,4
44,5
72,5
14,5
65,1
99,2
93,3
3,0
78,3
85,0
76,2
63,1
6,2
20,1
71,4
63,1
102,1
33,0
9,1
78,1
43,3
40,4
64,3
54,4
55,1
28,0
40,4
27,4
105,3
81,0
10,2
62,1
52,0
40,4
89,3
33,3
19,2
49,4
33,3
40,1
94,0
32,2
52,1
53,3
67,3
80,0
76,2
20,3
4,3
12,3
12,4
56,5
83,4
40,4
53,0
87,1
56,4
49,4
75,4
97,5
52,5
31,1
8,4
77,3
87,2
74,3
24,0
86,5
43,1
35,3
29,1
89,0
54,4
56,4
70,4
17,4
11,1
92,1
95,2
72,5
16,1
16,2
101,2
40,3
47,0
39,3
35,2
34,0
102,3
91,0
54,2
92,4
85,1
29,0
102,2
36,4
74,5
27,4
28,1
28,4
48,3
30,4
27,2
20,5
70,0
49,4
92,2
49,1
60,2
5,3
13,1
72,2
7,2
93,2
104,4
58,1
75,5
23,3
36,3
59,4
24,1
52,4
8,4
66,1
105,5
12,1
23,5
33,3
24,4
13,5
12,2
40,4
2,3
16,4
10,0
12,1
38,5
75,4
92,3
53,5
55,4
11,4
83,5
34,5
12,2
80,4
5,2
56,3
71,2
49,1
79,2
66,1
77,4
52,1
85,2
29,1
26,5
96,4
15,2
100,1
100,0
87,2
11,3
55,3
48,2
34,3
34,4
9,3
23,0
63,1
45,4
64,5
99,2
97,1
89,3
34,1
64,3
18,5
12,3
102,2
69,0
34,1
96,0
28,3
19,2
5,1
40,1
86,0
8,2
94,0
81,0
33,3
85,4
14,4
9,0
60,2
80,3
37,1
3,3
89,1
79,1
76,5
5,4
63,5
68,2
18,5
76,5
89,1
57,2
65,1
63,2
50,0
17,4
61,1
15,2
71,2
85,4
78,2
33,2
7,2
19,3
72,2
71,1
24,4
100,1
7,1
27,4
107,3
35,3
87,5
35,0
48,3
15,1
89,2
86,2
39,0
96,4
34,4
55,2
86,3
36,5
71,1
66,3
43,1
76,2
53,0
17,1
28,1
9,1
98,2
85,2
73,2
7,1
32,0
14,1
86,2
47,4
25,3
37,2
20,3
13,2
21,4
74,4
68,2
95,4
64,1
100,0
47,4
44,1
60,4
90,1
60,2
43,4
64,3
99,1
33,4
102,3
94,2
43,5
94,2
23,4
107,5
46,5
29,4
68,5
26,2
79,4
1,0
88,1
41,4
72,1
26,1
92,1
95,0
14,3
93,5
80,1
50,1
26,2
87,0
44,5
75,3
23,3
26,4
18,0
18,5
42,5
16,1
31,2
57,2
72,1
63,4
104,3
83,1
88,3
27,3
3,1
8,3
14,3
7,0
47,3
38,2
68,2
67,1
44,3
13,1
12,1
43,5
42,4
94,4
49,4
81,2
92,2
14,1
6,1
51,4
27,1
103,5
8,1
84,2
9,4
78,0
18,0
18,5
83,5
30,4
72,4
54,2
100,2
28,3
27,5
46,1
64,2
24,3
90,0
89,0
60,4
75,2
105,4
17,2
98,2
100,3
27,4
14,4
103,1
28,1
98,0
103,4
48,3
15,4
98,1
90,1
47,2
60,3
19,0
23,4
93,4
12,2
96,4
47,2
38,3
6,4
9,1
79,3
24,1
83,1
44,0
61,2
15,4
60,4
53,2
31,4
58,2
17,3
69,5
80,0
57,3
94,2
75,2
89,1
64,4
96,4
17,0
78,3
86,4
