X,Y
51,1
53,2
71,5
74,0
72,3
13,5
86,3
24,0
37,1
89,4
76,1
96,4
92,0
16,2
62,4
66,2
47,3
87,5
48,4
92,4
87,4
45,4
28,1
83,1
81,5
11,0
27,1
89,1
74,2
82,1
56,5
68,1
83,4
106,3
89,4
58,3
30,2
24,5
27,4
23,1
44,5
34,0
68,3
18,5
61,0
34,2
35,1
75,1
28,3
41,3
82,2
58,0
31,1
35,2
1,3
2,2
37,1
59,3
11,3
39,3
18,1
82,1
10,1
42,1
60,3
32,0
7,1
74,4
49,2
59,3
43,1
12,1
46,5
82,1
98,0
7,1
18,0
99,2
53,1
15,1
42,2
84,0
79,1
73,1
9,4
74,1
50,1
4,1
80,1
57,3
80,4
18,0
29,2
105,4
58,3
25,2
88,5
17,4
89,2
55,3
57,5
69,1
45,1
38,3
73,3
99,0
76,3
102,2
5,0
59,0
45,4
41,4
52,3
93,4
7,0
99,2
43,3
79,0
30,1
79,2
4,1
15,5
46,3
59,1
30,1
62,1
9,0
101,1
63,3
44,2
100,3
68,2
88,1
53,5
108,2
22,0
85,1
59,4
29,2
17,1
46,0
61,4
68,4
38,2
17,4
86,3
45,2
17,3
11,3
52,2
81,2
36,2
57,3
3,2
41,1
20,0
48,3
45,2
60,2
63,2
85,4
38,2
28,0
11,4
4,4
99,0
100,1
13,3
40,1
76,3
24,5
96,1
78,3
34,2
70,2
59,5
69,0
66,1
15,1
99,4
13,5
76,1
18,2
94,1
83,3
78,3
61,4
18,3
24,5
30,4
24,5
28,0
80,0
63,4
70,3
89,4
35,5
37,2
71,4
92,4
37,1
15,0
76,2
59,1
32,1
84,3
50,3
27,3
47,1
61,3
85,4
20,0
47,3
94,4
3,4
100,3
51,4
96,4
32,3
76,4
89,3
12,1
76,2
36,3
87,3
70,4
75,4
96,3
48,1
36,4
12,1
85,2
13,2
61,2
44,3
37,3
8,3
27,2
92,2
97,3
30,2
62,3
52,0
55,2
24,1
60,2
35,3
76,4
41,2
47,1
11,3
73,0
42,5
23,4
9,4
47,3
97,2
57,4
5,3
37,4
17,4
12,5
29,4
52,4
74,2
47,3
62,1
94,2
102,2
51,4
43,0
42,4
89,1
40,3
7,2
42,2
3,3
82,1
37,2
69,0
57,4
85,3
63,2
9,2
64,4
7,2
86,3
42,1
94,0
47,1
39,0
55,1
25,1
69,2
43,3
34,4
29,5
40,4
23,3
17,0
102,2
87,1
6,3
76,5
14,3
45,2
75,2
97,2
89,2
43,3
40,4
76,1
29,0
32,0
20,5
79,0
73,3
26,3
100,5
44,2
89,2
52,2
42,0
102,1
49,1
25,3
77,4
91,2
104,4
100,3
76,4
34,0
88,1
60,2
3,4
93,5
65,0
19,4
43,3
102,0
33,2
69,5
70,4
51,4
12,0
59,1
98,2
97,5
95,3
40,3
22,3
76,2
72,3
95,0
18,5
62,1
89,5
64,3
68,1
76,0
100,1
42,0
27,1
33,2
47,1
18,2
89,1
29,3
20,3
89,2
77,4
22,4
103,4
83,4
9,0
76,5
64,1
22,1
7,4
0,3
13,5
80,3
87,0
60,3
16,3
5,3
43,4
99,1
48,3
26,1
83,3
54,4
54,1
92,0
60,2
106,2
19,1
34,2
60,4
35,4
59,4
58,5
47,3
55,3
24,0
49,4
88,2
74,3
74,1
53,3
50,4
99,3
68,3
86,0
32,3
37,1
66,4
50,1
80,4
47,2
22,1
71,5
41,0
45,0
16,1
18,1
16,1
89,4
30,3
86,3
98,0
10,2
107,1
14,1
81,0
74,4
92,4
97,5
66,1
66,0
20,4
62,5
24,5
24,5
11,3
55,2
95,2
35,3
57,4
31,1
27,3
105,0
65,3
32,3
33,2
36,1
38,0
61,2
57,2
86,4
11,3
10,1
63,5
2,0
92,3
37,5
90,1
27,3
8,2
49,2
65,2
20,0
42,0
68,2
81,4
47,3
13,3
95,3
99,5
47,1
68,2
37,5
22,2
78,4
16,5
63,0
95,1
41,5
90,4
80,4
21,1
81,0
102,3
104,1
52,3
3,4
16,4
62,2
8,2
5,1
40,3
31,5
60,1
38,3
103,4
73,0
11,1
5,4
98,1
44,1
62,3
39,1
37,2
77,2
33,3
105,3
55,4
73,3
60,4
74,3
41,0
14,1
97,4
72,3
89,1
7,1
72,3
86,1
