X,Y
48,0
51,2
68,4
71,0
71,3
17,5
87,3
25,1
40,1
90,4
74,0
90,5
91,1
14,2
60,3
66,1
42,4
94,5
51,5
95,4
85,3
45,4
27,2
83,1
81,5
14,1
27,1
81,1
77,2
85,1
53,5
71,1
89,3
107,4
89,3
50,3
31,2
26,5
25,3
17,1
40,5
39,0
65,2
15,4
62,0
32,2
32,0
74,1
30,3
35,4
81,1
64,0
34,1
35,3
4,3
7,2
41,2
55,3
9,3
45,3
26,2
84,2
13,0
51,0
59,4
39,0
7,1
73,3
48,2
60,3
39,0
12,1
49,5
85,0
94,0
7,2
22,0
104,3
54,0
14,2
44,1
93,1
81,2
73,0
12,4
70,1
51,1
6,1
83,2
59,3
86,4
24,0
28,2
107,4
61,4
29,2
88,5
17,4
93,1
48,4
53,5
78,2
48,2
43,4
72,3
103,1
70,2
98,1
5,0
50,1
43,4
34,3
55,2
99,3
11,0
106,3
42,3
81,0
29,2
78,3
2,2
11,5
43,3
66,1
25,2
59,1
7,0
103,2
67,3
35,3
101,2
73,3
85,1
55,4
99,1
26,0
90,0
54,4
33,2
23,0
45,1
67,5
69,4
37,2
17,4
86,3
52,2
20,3
9,3
52,1
88,2
35,1
54,2
3,3
38,2
23,1
48,2
47,2
63,2
66,2
81,5
32,1
28,0
8,4
3,5
98,0
100,1
16,2
42,1
78,3
28,5
95,1
74,3
26,2
73,1
57,4
75,1
65,1
19,0
99,5
12,5
71,1
14,2
95,1
82,3
78,2
61,4
24,2
32,4
34,4
23,4
26,0
83,0
62,4
68,4
90,3
41,5
37,2
76,4
92,4
37,1
17,0
76,1
59,1
30,1
83,3
43,2
26,2
44,2
63,2
84,4
19,0
43,2
93,4
1,4
98,4
44,3
90,4
32,3
71,3
90,3
7,2
76,3
38,3
90,2
66,4
77,4
91,3
47,1
35,5
14,1
87,2
16,3
55,2
43,2
29,3
11,3
30,1
83,2
98,4
23,1
59,4
60,1
53,2
22,2
58,1
30,3
72,4
40,2
39,1
10,4
80,0
48,4
29,4
10,4
46,2
97,3
58,5
7,3
35,4
15,4
13,5
29,4
45,3
74,2
46,3
70,1
86,2
103,1
48,4
36,0
43,3
95,1
37,3
13,2
44,2
8,3
77,1
37,3
74,0
61,3
86,3
70,1
15,2
61,4
4,2
84,4
37,0
100,0
46,2
38,0
54,1
33,0
72,1
43,4
38,4
33,5
36,3
22,4
21,1
100,2
93,2
6,2
71,4
19,3
52,2
68,1
99,2
87,3
44,2
48,4
84,1
23,1
34,0
18,5
73,0
72,3
20,4
100,4
52,1
84,3
56,3
44,1
94,0
54,0
28,3
76,5
90,2
99,4
95,3
79,4
30,0
81,0
61,2
7,4
87,4
68,1
17,3
44,3
98,0
31,1
65,4
69,4
59,3
12,0
56,0
97,1
94,5
91,3
40,2
24,2
72,2
76,3
87,0
22,5
62,0
82,5
61,3
66,0
81,1
97,1
39,0
26,0
36,2
49,1
21,2
94,1
31,2
29,3
86,3
74,4
23,4
107,5
87,4
13,1
79,4
70,1
17,1
7,3
4,3
11,5
79,4
84,1
60,3
16,3
13,3
46,3
101,1
53,2
32,2
74,4
52,4
58,1
100,0
55,2
106,2
24,1
41,3
52,4
35,4
58,5
66,5
48,3
56,3
22,0
45,4
90,2
67,3
71,1
59,2
50,5
99,3
66,3
82,1
32,2
36,0
66,4
56,2
76,4
52,2
14,1
76,5
40,1
48,0
13,2
19,2
7,1
81,4
23,2
85,4
93,1
12,2
101,2
14,1
88,0
74,4
88,4
91,5
66,1
64,0
16,3
56,5
32,5
24,5
7,4
49,1
96,1
33,3
54,5
34,1
25,4
103,0
64,4
27,2
31,2
35,2
41,1
61,2
57,2
90,5
10,3
18,1
59,5
5,0
83,4
45,5
84,1
27,2
11,2
49,2
67,2
27,0
38,0
70,2
85,5
53,4
14,3
94,3
97,4
44,2
72,2
36,4
21,3
70,3
11,5
66,1
93,0
38,5
89,4
77,3
27,1
77,1
99,3
101,1
51,4
7,4
20,3
62,3
5,2
5,0
41,4
24,5
59,1
37,2
107,4
73,0
8,2
10,5
101,1
40,0
67,2
37,2
29,2
74,2
32,3
97,3
56,4
79,3
62,3
71,2
42,0
7,1
98,5
73,3
85,0
11,1
71,4
89,1
95,1
74,2
93,0
77,4
84,3
100,3
3,1
5,3
99,4
36,3
80,1
88,5
15,0
28,2
97,1
9,4
44,5
54,1
1,3
53,0
45,0
97,3
80,4
100,4
91,1
101,3
88,1
34,1
81,4
35,3
70,2
105,0
49,2
67,2
58,4
53,3
46,4
7,2
57,1
94,5
91,4
21,5
36,5
67,1
20,1
54,2
61,4
79,4
39,5
64,4
5,4
85,2
34,5
93,4
107,1
35,1
74,1
98,1
62,4
32,0
31,2
84,0
85,4
104,2
99,4
57,3
54,4
89,3
70,2
60,5
56,1
7,4
12,1
84,2
18,2
73,2
98,2
9,3
45,2
34,3
18,5
43,4
38,1
62,4
50,0
83,1
8,2
92,1
73,3
50,3
68,3
94,3
87,2
95,5
36,0
102,3
57,0
46,0
96,4
34,2
19,3
100,1
88,1
73,1
76,5
11,2
96,2
27,0
60,1
74,2
67,2
72,4
88,4
42,2
86,0
7,4
65,5
39,2
45,2
89,3
93,4
71,2
24,2
6,2
33,3
9,1
66,4
98,3
92,2
78,0
78,3
56,0
79,3
23,2
39,4
88,4
41,1
13,1
28,0
29,4
51,3
89,2
25,5
30,5
45,4
6,1
8,3
72,1
17,1
94,3
83,1
63,2
83,1
62,3
80,3
80,4
46,3
10,2
52,1
67,4
43,5
75,4
19,5
60,1
99,2
96,4
8,1
78,2
89,0
69,2
63,2
11,1
24,1
73,4
70,1
96,1
32,1
8,1
78,1
42,4
40,5
65,4
57,3
60,1
28,1
41,3
27,5
100,3
86,0
12,2
58,2
50,1
38,3
83,2
30,4
17,1
46,5
36,2
41,1
94,1
34,2
54,2
53,4
67,4
78,0
79,1
20,4
12,4
7,3
8,4
53,5
78,3
42,5
48,0
83,1
54,5
53,5
71,4
93,5
57,5
32,2
8,5
74,4
89,2
67,3
24,1
80,5
50,1
31,3
31,1
94,1
58,5
50,5
75,4
15,3
7,2
90,0
98,2
68,4
16,1
14,2
102,2
42,3
41,0
41,2
37,1
26,0
99,4
89,0
51,2
91,3
87,2
20,0
95,1
32,4
74,4
24,4
28,1
32,5
45,4
34,4
25,2
18,5
76,1
48,5
84,2
49,0
55,2
1,3
10,0
67,1
11,3
99,3
107,5
64,1
76,5
28,2
37,3
58,4
23,1
52,5
3,4
73,1
101,5
19,0
19,5
37,4
31,5
19,4
5,1
40,3
4,3
14,4
9,0
8,0
38,5
78,3
91,2
58,4
60,4
8,4
78,4
38,4
12,3
79,3
10,2
53,2
70,2
47,1
82,1
66,1
78,4
56,1
85,2
24,2
19,4
94,5
22,2
99,0
100,0
86,1
8,3
48,4
49,3
33,3
30,3
9,3
20,0
65,2
38,5
66,4
97,1
100,1
84,4
36,2
69,3
14,5
16,2
96,2
70,1
37,0
93,0
25,2
24,2
7,0
36,0
84,1
11,2
100,0
78,1
34,2
89,4
16,5
7,0
59,2
81,4
32,2
8,2
93,1
86,1
77,4
12,4
63,5
69,2
24,4
82,5
90,2
64,3
63,0
64,1
54,0
26,4
62,1
9,2
62,1
85,5
78,1
36,2
9,1
17,2
76,1
66,1
31,4
94,1
13,0
22,4
101,4
30,2
85,4
33,1
49,2
12,1
90,2
87,2
35,1
95,5
36,4
61,2
83,4
42,5
72,0
61,3
44,1
69,1
59,0
13,2
23,1
10,0
98,1
89,2
72,2
5,2
34,1
12,1
81,2
41,5
22,2
31,2
23,2
5,3
21,3
75,4
73,1
89,4
60,2
95,0
48,5
44,1
68,5
88,1
54,3
46,5
66,4
97,1
36,5
101,4
100,3
41,4
93,2
20,4
102,5
40,5
34,3
69,4
31,2
79,4
7,1
95,1
37,4
64,1
27,1
94,1
93,1
8,2
96,5
88,0
46,1
17,1
86,0
51,5
78,3
25,4
29,5
16,0
17,5
34,4
15,0
32,3
50,2
80,1
61,4
104,3
88,2
87,2
29,3
8,0
8,3
13,2
7,0
46,2
47,2
68,3
62,2
43,4
12,2
13,1
41,4
41,5
89,3
53,5
87,3
93,1
14,1
9,1
50,4
29,2
100,4
2,0
91,1
6,4
86,1
17,0
22,4
86,5
34,5
72,3
50,1
98,2
28,2
27,4
42,2
60,2
26,4
96,1
92,0
59,4
76,2
103,5
11,2
102,2
105,2
22,5
14,4
98,2
26,0
105,0
103,4
51,3
14,4
91,1
94,1
46,3
53,3
23,0
27,4
93,4
12,2
95,4
52,2
32,3
6,4
14,1
80,3
17,0
85,2
43,1
53,2
14,4
60,5
56,2
37,3
59,3
14,3
72,5
83,0
62,4
91,1
75,2
86,2
60,5
102,3
14,0
86,2
91,4
89,0
9,5
46,5
10,4
32,2
87,1
17,0
82,4
14,3
23,2
67,1
67,1
64,0
3,1
19,1
57,4
37,1
68,3
90,5
94,0
76,0
13,5
88,4
20,4
93,1
54,1
85,0
58,3
18,3
5,3
96,4
94,1
35,4
60,5
89,4
79,1
70,3
81,3
17,2
25,3
12,4
96,4
35,0
5,2
25,4
6,3
17,2
41,1
37,5
49,2
46,5
77,3
83,2
92,1
40,4
28,4
72,4
31,4
23,5
69,4
34,3
84,0
90,2
21,4
59,0
16,2
47,0
12,1
80,0
78,3
24,1
95,5
75,5
84,3
72,3
8,2
50,4
96,4
88,3
86,1
63,1
27,0
24,3
18,1
32,3
79,2
36,1
93,3
64,1
60,2
96,1
83,4
20,0
18,3
84,4
81,4
27,4
74,4
58,3
44,3
93,1
53,5
24,4
90,2
83,3
85,0
37,3
97,2
87,2
11,1
29,5
72,2
56,3
58,5
94,3
57,5
84,1
47,1
91,0
70,4
54,4
19,4
24,4
46,5
69,2
7,4
28,2
87,2
82,1
39,2
43,4
43,1
24,1
34,3
38,4
42,4
53,2
106,3
44,4
29,1
51,2
17,3
77,2
23,0
5,2
101,0
95,2
29,3
35,5
84,2
71,5
95,1
62,3
10,4
57,2
74,2
88,2
70,3
18,2
49,1
24,1
100,0
31,2
21,1
17,2
19,4
26,0
12,3
73,1
29,3
74,4
74,2
83,1
102,0
7,3
62,4
91,0
14,1
33,1
88,2
43,1
33,2
51,3
83,4
66,5
94,1
96,1
15,2
56,4
29,3
32,2
100,2
41,4
58,2
90,5
98,2
18,1
80,1
61,5
9,2
21,2
35,2
93,2
79,0
95,1
41,3
4,4
89,3
92,3
77,3
42,0
50,3
61,5
56,2
75,1
76,3
66,4
8,0
39,3
83,4
84,1
44,4
99,2
43,2
53,1
9,0
57,5
61,5
11,4
51,2
105,4
55,2
13,4
72,2
39,3
102,2
43,4
38,5
21,4
43,3
51,2
35,3
18,5
30,4
53,1
60,4
83,3
68,1
32,1
30,0
7,0
36,3
54,2
30,1
65,1
24,3
47,2
82,4
34,1
31,1
66,5
61,0
31,2
22,2
72,4
106,4
13,5
9,4
7,2
70,0
24,5
81,4
35,3
44,1
94,2
77,2
58,3
32,1
17,1
67,0
3,4
39,1
12,0
41,0
31,1
65,3
69,2
92,4
65,1
81,1
92,0
47,1
82,1
39,3
79,0
55,1
74,2
14,1
20,4
22,3
37,1
55,0
64,5
42,5
91,2
9,2
36,2
19,4
40,2
26,2
20,3
32,5
17,5
107,1
62,4
70,4
20,1
9,2
85,3
45,3
42,2
49,3
78,2
44,5
47,5
29,1
9,4
59,4
23,5
45,5
38,1
32,2
16,0
89,4
91,2
19,4
11,1
22,5
85,5
59,4
19,2
79,3
66,4
30,4
36,1
40,0
22,2
57,3
99,1
